template_version,data_version,visit_id,address,ward,cluster,old_boundary,new_boundary,boundaries_value,boundaries_comment,feederpatterns_value,feederpatterns_comment,eschoicesets_value,eschoicesets_comment,mschoicesets_value,mschoicesets_comment,msproximity_value,msproximity_comment,hslottery_value,hslottery_comment,setasides_value,setasides_comment
1.3,1.2,4c622710-5d73-1296-62df-158f698d5223,2XX 14TH STREET NE,Ward 6,Cluster 25,Maury,Maury,2,,,,,,,,,,,,,
1.3,1.2,1b102f46-e9b0-2bf0-633b-201b378373dc,6XX C STREET SE,Ward 6,Cluster 26,Brent,Brent,,,,,,,,,,,,,,
1.3,1.2,beabc795-d4eb-27cc-e862-d3a2a1eb1bea,15XX 18TH STREET NW,Ward 2,Cluster 6,Ross,Ross,,,,,,,,,,,,,,
1.3,1.2,24dcf625-1d24-540d-9830-a0627cb6bbd0,19XX KENYON STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.2,beabc795-d4eb-27cc-e862-d3a2a1eb1bea,37XX JENIFER STREET NW,Ward 3,Cluster 10,Murch,Murch,,,,,,,,,,,,,,
1.3,1.2,5c30c5a2-2096-f608-13fa-e95104463c38,15XX 16TH STREET NW,Ward 2,Cluster 6,Ross,Ross,5,,,,,,,,,,,,,
1.3,1.2,31327f83-5a6f-9d3d-1ff4-9845c781e35e,43XX GARRISON STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,7e40e338-0935-394c-687d-fd8d953d5a62,11XX PARK STREET NE,Ward 6,Cluster 25,Maury,Maury,,,,,,,,,,,,,,
1.3,1.2,9bb85afd-05ce-ee4a-b0b9-2114ded3f061,18XX 19TH STREET NW,Ward 2,Cluster 6,Adams,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.2,a0e3c1b1-8b46-d839-a6db-888afc392e44,30XX SHERMAN AVENUE NW,Ward 1,Cluster 2,Bruce-Monroe,Tubman,2,,1,,3,,5,,1,,1,,3,
1.3,1.2,1d64e222-a697-37f4-a300-f91b0728ee9f,27XX 13TH STREET NW,Ward 1,Cluster 2,Meyer,Tubman,1,Pls fix poor performing schools before you adjust any school boundaries.,,,1,Parents need predictability or they will leave the city. Parents want to invest in their neighborhood school they know their child will attend.,1,Parents need predictability or they will leave the city. Parents want to invest in their neighborhood school they know their child will attend.,1,,,,,
1.3,1.2,17922e4a-8d7a-02f8-5cc4-a674fb98497a,12XX DECATUR STREET NW,Ward 4,Cluster 18,West,Powell,,,,,,,,,,,,,,
1.3,1.2,8161c4ee-369b-dd46-858f-6fc69d9f2e80,38XX PORTER STREET NW,Ward 3,Cluster 14,Eaton,Eaton,5,Eaton is a great school. ,0,"Hardy is promising.  Given the number of children coming through other Wilson feeder schools, I think it is highly irresponsible to say that Wilson can accommodate rising Deal and Hardy students in the next 3-4 years.  There is no concrete option on the table for Hardy families to feel comfortable that they will go to Wilson or get lumped into a relatively inferior performing school.  This is where Eaton families are extremely upset with the shift to Hardy and where Hardy families are justifiably worried about the reliability of Wilson.  My fear (this keeps me up at night) is that no accommodations will be made for a new needed high school and Hardy will be dumped into a terrible high school very far from where we live. ",3,This is nonsense for upper NW elementary schools.  Please don't waste my tax dollars on such trash.,3,"Again, nonsense for our area.  Please spend our resources wisely.",3,Seems like another waste of resources to determine this.,1,"If this is being seriously considered, I will go grab my picket sign and stand outside of your office.  This is HIGHLY IRRESPONSIBLE in terms of maintaining residents in the city.  Please wake up and stop wasting our time and worry.  Take this option out now.",0,There is no concrete way to implement this.  Good luck with the lawsuits. 
1.3,1.2,17922e4a-8d7a-02f8-5cc4-a674fb98497a,12XX DECATUR STREET NW,Ward 4,Cluster 18,West,Powell,,,,,,,,,,,,,,
1.3,1.2,970f0dc5-57bf-99d6-3b8f-f45cd1a5cc88,31XX CONNECTICUT AVENUE NW,Ward 3,,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.2,970f0dc5-57bf-99d6-3b8f-f45cd1a5cc88,31XX CONNECTICUT AVENUE NW,Ward 3,,Oyster,Oyster-Adams Lower,,,2,,4,,,,,,,,,
1.3,1.2,dd68d64b-1a8a-3b90-efe6-1287939ca615,18XX INGLESIDE TERRACE NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.2,1555cdd4-c391-f30e-56e3-04d9178a961d,43XX CHESAPEAKE STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,f43144f8-4787-46f3-cf3d-f093850e8450,53XX 42ND PLACE NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,f43144f8-4787-46f3-cf3d-f093850e8450,53XX 42ND PLACE NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,02241665-78f0-b1d4-8d50-da744341c948,33XX LOWELL STREET NW,Ward 3,Cluster 15,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.2,d29c365a-4513-a444-8882-fa6f0441b169,1XX 11TH STREET NE,Ward 6,Cluster 26,Maury,Maury,,,,,,,,,,,,,,
1.3,1.2,5157b451-e193-6552-9afd-dd72a7daee4c,41XX MILITARY ROAD NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,7c2cc601-b71f-6a31-6a70-325dda510458,13XX IRIS STREET NW,Ward 4,Cluster 16,Shepherd,Shepherd,5,,,,1,,2,,1,,1,,4,
1.3,1.2,ee8ffe3d-4114-d1e1-7718-34b3da3dc3d0,15XX MASSACHUSETTS AVENUE NW,Ward 2,Cluster 6,Stevens,School Without Walls @ Francis-Stevens,,,,,,,,,,,,,,
1.3,1.2,aafc7fa1-bda1-3304-c1e7-fa33f5511292,46XX CONNECTICUT AVENUE NW,Ward 3,Cluster 12,Murch,Hearst,,,,,,,,,,,,,,
1.3,1.2,bfbd9ca3-a05b-c4b3-b4f2-35c7ef58a560,1XX TENNESSEE AVENUE NE,Ward 6,Cluster 26,Maury,Maury,,,,,,,,,,,,,,
1.3,1.2,aafc7fa1-bda1-3304-c1e7-fa33f5511292,53XX SHERIER PLACE NW,Ward 3,Cluster 13,Key,Key,,,,,,,,,,,,,,
1.3,1.2,2ebfc359-5d50-d452-ac8e-18eb09100c51,16XX BELMONT STREET NW,Ward 1,Cluster 1,"Reed,Marie","Reed, Marie",2,,3,,4,,1,,4,,1,,3,
1.3,1.2,dfbb0f37-8e9d-aa44-da39-fd48442374e9,4XX N STREET SW,Ward 6,Cluster 9,Amidon,Amidon-Bowen,,,,,,,,,,,,,,
1.3,1.2,e7d1122e-c0d2-983e-aa22-aabf3bea106b,30XX PORTER STREET NW,Ward 3,Cluster 15,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.2,91ad6561-2fe3-a7bb-42a2-34e38facb784,43XX BRANDYWINE STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,91ad6561-2fe3-a7bb-42a2-34e38facb784,43XX BRANDYWINE STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,75e65863-aa88-4106-7667-3d529d936b50,3XX 17TH STREET NE,Ward 6,Cluster 25,Gibbs,Maury,5,I fully support the new boundary proposal!,4,,5,,5,,2,,3,,3,
1.3,1.2,91ad6561-2fe3-a7bb-42a2-34e38facb784,43XX BRANDYWINE STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,536e7da7-2494-9806-ff57-0157eb29d271,28XX ONTARIO ROAD NW,Ward 1,Cluster 1,"Cooke,H.D.","Cooke, H.D",,,,,,,,,,,,,,
1.3,1.2,52f79eeb-4e68-6d38-6b1d-d5e13ee4c877,32XX THEODORE R HAGANS DRIVE NE,Ward 5,Cluster 24,"Marshall,Thurgood",Langdon,,,,,,,,,,,,,,
1.3,1.2,dfbb0f37-8e9d-aa44-da39-fd48442374e9,XX ANACOSTIA AVENUE NE,Ward 7,Cluster 32,RiverTerrace,Thomas,,,,,,,,,,,,,,
1.3,1.2,297194d8-3151-c59c-bfb5-7f347a0101bf,32XX 38TH STREET NW,Ward 3,Cluster 14,Eaton,Eaton,5,,3,"This might be fine if the problems with Hardy MS are resolved and this school performs at the same level as Deal MS.  If there continues to be leadership turnover and other challenges, then I would want the current option of enrolling at Deal MS to remain.  ",2,Students should always have the ability to attend their neighborhood elementary school.  The issue underlying this entire debate is that a number of city elementary schools are underperforming.  Address that issue.  Shuffling the students around to avoid underperforming neighborhood schools is sweeping the problem under the rug.  ,3,I would want the option to choose which MS to send my child.  Hopefully both would be high performing so the issue would be moot.  ,2,,1,"This is the worst possible idea.  I bought my house in my neighborhood because of the school options available at the time.  Should this proposal be implemented, I would likely look to send my child to a private school or move out of the city in order to attend a school that is both closer and higher performing.  This solution will not improve overall performance in high schools across the city.  Instead it will balance the performance.  It could also have a substantial negative impact to the real estate values in parts of the city that attract families wanting their children to attend the best public schools available.  The issue is really about improving performance in underperforming schools.  Address that and you don't need to shuffle kids across the city.  ",2,Improve those schools and you eliminate this need.  
1.3,1.2,ad0b0326-985e-59bc-6376-08acf159def6,20XX 12TH STREET NW,Ward 1,Cluster 3,Garrison,Garrison,,,,,,,,,,,,,,
1.3,1.2,fe8bdcf2-461d-0524-b46b-51dab58d1202,30XX PORTER STREET NW,Ward 3,Cluster 15,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.2,a4c06341-6bab-819c-23c8-c999c680bc07,17XX P STREET NW,Ward 2,Cluster 6,Ross,Ross,,,,,,,,,,,,,,
1.3,1.2,908c6da4-da3c-a767-7d09-d7181c421746,44XX DAVENPORT STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,1a78aa94-9d00-9c7a-b290-5e5ad3386cad,39XX 14TH STREET NW,Ward 4,Cluster 18,Powell,Powell,,,,,,,,,,,,,,
1.3,1.2,b1ae3660-9bd8-7bf1-2662-8485e4967077,19XX CALVERT STREET NW,Ward 1,Cluster 1,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.2,dbb78a00-2515-1c25-1d38-a906a48fc356,16XX MARION STREET NW,Ward 6,Cluster 7,Seaton,Seaton,2,,3,,5,,4,,3,,4,,3,
1.3,1.3,1e05f725-cef6-97b4-ad94-043e0ac8f302,16XX EUCLID STREET NW,Ward 1,Cluster 1,"Reed,Marie","Reed, Marie",,,,,,,,,,,3,,,
1.3,1.3,6749f1d0-e864-45cc-24c5-0cb3107055c7,32XX THEODORE R HAGANS DRIVE NE,Ward 5,Cluster 24,"Marshall,Thurgood",Langdon,,,,,,,,,,,,,,
1.3,1.3,e921cf31-426e-718b-6b2d-2820e1159285,13XX STAPLES STREET NE,Ward 5,Cluster 23,Wheatley,Wheatley,,,,,,,,,,,,,,
1.3,1.3,188c4b26-bfe5-ce3d-d751-922083a0e95e,47XX 49TH STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,bd43c616-0162-9900-a6c2-6358d5ad25d3,5XX MASSACHUSETTS AVENUE NW,Ward 6,Cluster 8,Walker-Jones,Walker-Jones,,,,,,,,,,,,,,
1.3,1.3,aa83e38b-8e70-8e4e-1f88-2df9a134b514,28XX QUEBEC STREET NW,Ward 3,Cluster 15,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.2,b30b1a09-fce3-351d-f8ee-27959ab02a13,17XX 16TH STREET NW,Ward 2,Cluster 6,Garrison,Garrison,1,,,,1,,,,4,,1,,1,
1.3,1.3,332e1ff3-441b-d040-3884-b16d52365743,47XX 12TH STREET NE,Ward 5,Cluster 20,BunkerHill,Brookland @ Bunker Hill,,,,,,,,,,,,,,
1.3,1.3,efabe690-616e-44f4-213f-fbabf936b727,40XX WARREN STREET NW,Ward 3,Cluster 11,Janney,Hearst,,,,,,,,,,,,,,
1.3,1.3,e9c1b2ed-1a52-eada-722e-5ac48a3ced0e,41XX FESSENDEN STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.2,822b2164-dfa2-5c35-92f0-7ed8abed4937,31XX SOUTH DAKOTA AVENUE NE,Ward 5,Cluster 22,Langdon,Langdon,,,,,,,,,,,,,,
1.3,1.3,b8062d6d-65bb-7818-9c2a-db78ee47c7f6,5XX 14TH STREET SE,Ward 6,Cluster 26,Watkins,Watkins,,,,,,,,,,,,,,
1.3,1.3,d77ff973-14fd-5bcd-8c53-f518b1f36186,18XX CALVERT STREET NW,Ward 1,Cluster 1,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.3,d77ff973-14fd-5bcd-8c53-f518b1f36186,18XX CALVERT STREET NW,Ward 1,Cluster 1,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.3,d3625b80-a3c4-27e3-5f35-8940a22f6502,14XX SWANN STREET NW,Ward 2,Cluster 3,Garrison,Garrison,,,,,,,,,,,,,,
1.3,1.3,0506bca3-587c-a675-9acb-a0602f82830f,36XX FESSENDEN STREET NW,Ward 3,Cluster 12,Murch,Murch,,,,,,,,,,,,,,
1.3,1.3,0ff1d070-21fd-c9ef-5f61-25d58543e4c3,5XX 14TH STREET NE,Ward 6,Cluster 25,Miner,Miner,3,,,,1,,,,2,,1,,1,
1.3,1.3,d77ff973-14fd-5bcd-8c53-f518b1f36186,18XX CALVERT STREET NW,Ward 1,Cluster 1,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.3,b523f89f-adc8-f363-22a0-832fe91a125c,48XX 43RD STREET NW,Ward 3,Cluster 11,Janney,Janney,5,,5,,1,We should be able to go to the school that is WALKING distance to our house and not have to change schools to which we already are assigned.  ,1,,,,,,,
1.3,1.3,d70ad1dc-17a5-e612-4381-0cbfadaf455a,13XX C STREET NE,Ward 6,Cluster 25,Maury,Maury,,,,,,,,,,,,,,
1.3,1.3,d4bc0a97-d5d8-877b-2b58-995e55964183,29XX CLEVELAND AVENUE NW,Ward 3,Cluster 15,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.3,d77ff973-14fd-5bcd-8c53-f518b1f36186,18XX CALVERT STREET NW,Ward 1,Cluster 1,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.3,34cf422d-90b8-9674-4275-cffea3bea15b,36XX 11TH STREET NW,Ward 1,Cluster 2,Raymond,Raymond,,,,,,,,,,,,,,
1.3,1.3,34cf422d-90b8-9674-4275-cffea3bea15b,36XX 11TH STREET NW,Ward 1,Cluster 2,Raymond,Raymond,,,,,,,,,,,,,,
1.3,1.3,f18aadbe-6625-98f8-b784-a68b7c9c9e75,43XX YUMA STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.3,a9d98f20-776a-809c-d457-6ca85a41f104,17XX HOBART STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,,,,,,,,,,,,,,
1.3,1.2,83e5c800-386b-1a5f-74a4-2c5d795eb216,24XX VIRGINIA AVENUE NW,Ward 2,Cluster 5,Stevens,School Without Walls @ Francis-Stevens,,,,,,,,,,,,,,
1.3,1.2,83e5c800-386b-1a5f-74a4-2c5d795eb216,24XX VIRGINIA AVENUE NW,Ward 2,Cluster 5,Stevens,School Without Walls @ Francis-Stevens,,,,,,,,,,,,,,
1.3,1.2,989bc49e-ee69-f5cc-9f55-ff9534ae2ec4,30XX 16TH STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,,,,,,,,,,,,,,
1.3,1.2,fe8bdcf2-461d-0524-b46b-51dab58d1202,30XX PORTER STREET NW,Ward 3,Cluster 15,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.3,718a80b6-b88d-6b81-e7b3-99ad6ecbdb9b,32XX THEODORE R HAGANS DRIVE NE,Ward 5,Cluster 24,"Marshall,Thurgood",Langdon,3,,3,,2,,3,,2,,2,,3,
1.3,1.3,54807fea-6802-f00b-4026-f39883dabf54,17XX 16TH STREET NW,Ward 2,Cluster 6,Garrison,Garrison,,,,,,,,,,,,,,
1.3,1.3,54807fea-6802-f00b-4026-f39883dabf54,17XX 16TH STREET NW,Ward 2,Cluster 6,Garrison,Garrison,,,,,,,,,,,,,,
1.3,1.3,b4298a17-6591-2c47-3b18-710208f4e667,48XX 43RD STREET NW,Ward 3,Cluster 11,Janney,Janney,5,,5,,1,"We should be able to go to the school that is in WALKING distance to our house and to which we currently are assigned.  We purchased our house based on these factors.  Any changes would force us to either go to private school or move to Montgomery County, Maryland. ",1,"We should be able to go to the school that is in WALKING distance to our house and to which we currently are assigned.  We purchased our house based on these factors.  Any changes would force us to either go to private school or move to Montgomery County, Maryland. . ",1,"We should be able to go to the school that is in WALKING distance to our house and to which we currently are assigned.  We purchased our house based on these factors.  Any changes would force us to either go to private school or move to Montgomery County, Maryland. ",1,"We should be able to go to the school that is in WALKING distance to our house and to which we currently are assigned.  We purchased our house based on these factors.  Any changes would force us to either go to private school or move to Montgomery County, Maryland. ",1,
1.3,1.3,df349bea-1db4-db24-6b70-79b7cdb857ad,29XX RITTENHOUSE STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
1.3,1.3,6bee2af6-9936-f161-f8d9-100a105b7fb7,16XX NEWTON STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.3,135a3f42-6fea-f463-46b3-5d44df459395,44XX YUMA STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,1,I much prefer the current approach which guarantees access to a neighborhood school based on where you live.,1,I much prefer the current approach which guarantees the right to attend your local school. ,1,I much prefer the existing system which guarantees the right to attend your local neighborhood school. ,0,I strongly oppose switching to a lottery system.,2,I like the idea of allowing out-of-boundary opportunities but would need to learn more about set-asides and whether they would displace neighborhood children. 
1.3,1.3,d99494d4-1e57-2ef2-d6cb-a2a7214cfdc2,43XX MASSACHUSETTS AVENUE NW,Ward 3,Cluster 14,Mann,Mann,,,,,,,,,,,,,,
1.3,1.3,91c0bbf1-936e-d9fb-8751-01f7e5cc3946,14XX RIDGE PLACE SE,Ward 8,Cluster 34,Ketcham,Ketcham,,,,,,,,,,,,,,
1.3,1.3,93464cc0-6937-833d-47e7-4f506cddd1d8,38XX RODMAN STREET NW,Ward 3,Cluster 14,Hearst,Hearst,4,,4,,,,,,,,,,,
1.3,1.3,375b2326-f84b-748a-1aed-0dbfc03c7640,47XX CONNECTICUT AVENUE NW,Ward 3,Cluster 12,Murch,Murch,,,,,,,,,,,,,,
1.3,1.3,9d6b2723-af71-4dfe-1e9e-ee0873348b9f,44XX VAN NESS STREET NW,Ward 3,Cluster 11,Janney,Janney,4,,3,"My children have attended John Eaton Elementary because we used to live in Columbia Heights before we moved to AU Park. We love John Eaton school and have stayed there even though we could go to Janney. John Eaton currently has the choice of feeder middle school (Deal or Hardy). Rather than remove that choice, I propose giving that choice to all elementary schools that feed into Deal. This would provide  more opportunities for families to choose Hardy as it improves and even now is preferred by musically gifted students and students who prefer smaller schools for example. It would be psychologically smarter to work with Eaton to embrace Hardy over next months and years while maintaining their right to attend Deal. To remove the Deal option from them will not give you happy partners to work with and violates the principal that changes would not give students a worse option than they have in the current feeder pattern. ",3,"Particularly where all the schools in a choice set are pretty equal, it makes more practical sense to stick to the neighborhood school model.... go to school where you live. ",1,It would be preferable to be able to attend the middle school that is less than a mile from home. ,1,"Again, we would prefer a guaranteed access to the school less than a mile away.",1,I do not think this approach will improve schools across the city. Furthermore it will compromise the success of the good schools. Keep neighborhood schools and invest in giving families and underserved schools the resources they need to succeed. Remove the $$ per head requirement and give as much money is needed to improve schools regardless of their numbers.,4,Maybe as a transitional measure... set asides would be good to ensure diversity and interconnectedness... alongside radical school improvement that if successful would reduce the need for set asides.
1.3,1.3,80ae8d44-a5da-6aca-eee1-bdbb2563490b,20XX TAYLOR STREET NE,Ward 5,Cluster 20,Burroughs,Burroughs,,,,,,,,,,,,,,
1.3,1.3,20614f59-69f8-a9cd-f7ff-21d7ce2a30f8,17XX P STREET NW,Ward 2,Cluster 6,Ross,Ross,,,,,,,,,,,,,,
1.3,1.3,85605334-60b2-e0f8-26a2-f4a7ac58c766,17XX P STREET NW,Ward 2,Cluster 6,Ross,Ross,,,,,,,,,,,,,,
1.3,1.3,a2eaf3b9-9a5b-4989-8a86-8a8356070531,49XX ALBEMARLE STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.3,d4bc0a97-d5d8-877b-2b58-995e55964183,29XX CLEVELAND AVENUE NW,Ward 3,Cluster 15,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.3,fe4f01cb-716b-5b94-ed73-d0b7fd32beb7,XX RANDOLPH PLACE NW,Ward 5,Cluster 21,"Cook,J.F.",Seaton,2,My child already attends a great elementary school out of boundary that the whole family loves. We hope that our toddler would be able to attend the same school. There are reasons why certain schools have low enrollment or excess capacity.,1,I am very concerned with this feeder pattern. Right now my child's school (which we got her in through the lottery) feeds into great middle and high-schools (Deal and Wilson). ,3,,2,"As long as none of the focuses are the arts,  it won't kill us. This type of focus is currently why  many parents of students don't want to send their children to Hardy. ",2,I don't care for either choice as we are happy with our current school situation.,3,,2,
1.3,1.3,777410b2-6813-bf12-6a36-f82d4dfe635b,36XX NEW HAMPSHIRE AVENUE NW,Ward 1,Cluster 2,Raymond,Raymond,,,,,,,,,,,,,,
1.3,1.3,8efc029f-9833-bce1-d21d-020cf42129c5,14XX SPRING ROAD NW,Ward 1,Cluster 2,Raymond,Raymond,,,,,,,,,,,,,,
1.3,1.3,74c571c2-467b-e886-6f92-9911b05f3a5c,16XX Q STREET NW,Ward 2,Cluster 6,Ross,Ross,,,,,,,,,,,,,,
1.3,1.3,93ad0152-72d5-e05d-128b-0c49dd6f8ebf,48XX WESTERN AVENUE NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.3,2debb53a-9592-034c-371f-8067a5739c1b,16XX HARVARD STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,,,,,,,,,,,,,,
1.3,1.3,886885fe-62db-e49d-09d1-d8bff78aa600,45XX NEBRASKA AVENUE NW,Ward 3,Cluster 11,Janney,Hearst,1,,3,,1,,1,,1,,1,,3,
1.3,1.3,36166c9c-0cd0-d479-817e-7facae307406,XX 8TH STREET SE,Ward 6,Cluster 26,Brent,Brent,5,,3,"We would be very happy to be zoned for Eastern instead of Dunbar. For middle school, Jefferson would be slightly less preferred than Eliot-Hine. What Brent (and the Hill) needs is to feed into Stuart-Hobson! If we were guaranteed a feeder spot at Stuart Hobson, we would not even do the charter lottery in between 4th and 5th. We'd happily send our child to Hobson knowing that many of her current school peers would follow suit.",1,"I don't see how this would work as intended. Families who are currently zoned for Brent who get Tyler or Friendship will not stick around. Our family, for example, would move or pursue private school options. A choice set would only work if all the choices were roughly equivalent. They aren't. This scenario can only bring Brent down while doing little to lift up the others. We might not stay at Brent even if we were assigned it under this scenario; I don't see how it could maintain its current excellence. ",2,"We would prefer a feed by right into Stuart Hobson, but this option would be, I suppose, better than just feeding into Jefferson or Eliot-Hine. As with the elementary school option, though, we strongly prefer traditional boundaries and feeds rather than choice sets. ",4,This would be our second choice after a straight feeder into Stuart-Hobson. ,2,"I'm not sure how this would work. In general we prefer traditional boundaries and a neighborhood school, and fear the uncertainty of a lottery. ",4,"We would love to see Brent, our child's current elementary school, with more socioeconomic diversity, and would wholly support increased access to high-performing schools like Brent. This seems like a MUCH better way to achieve that goal and maintain high-quality schools than the proposed choice sets. "
1.3,1.3,a91ae850-7bf1-6957-fc77-a7bbcca5371f,44XX 14TH STREET NE,Ward 5,Cluster 20,BunkerHill,Brookland @ Bunker Hill,2,,,,,,,,,,,,,
1.3,1.3,d85a377d-1b99-15de-1592-6efb8441d7ef,27XX UNICORN LANE NW,Ward 4,Cluster 10,Lafayette,Lafayette,5,,5,,2,,1,,1,,1,,,
1.3,1.3,777410b2-6813-bf12-6a36-f82d4dfe635b,30XX CONNECTICUT AVENUE NW,Ward 3,Cluster 15,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.3,8efc029f-9833-bce1-d21d-020cf42129c5,16XX LAMONT STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.3,a91ae850-7bf1-6957-fc77-a7bbcca5371f,44XX 14TH STREET NE,Ward 5,Cluster 20,BunkerHill,Brookland @ Bunker Hill,2,,1,,3,,3,,3,,5,,5,
1.3,1.3,6008d2a3-6ea7-065d-1108-1b59370bd913,44XX WINDOM PLACE NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.3,6eb3b08a-9a5d-1e18-671a-3b6e71e45118,29XX CONNECTICUT AVENUE NW,Ward 3,Cluster 15,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.3,b6aaaa2c-8d01-da7e-e74f-ddacb53f26cc,27XX WOODLEY PLACE NW,Ward 3,Cluster 15,Oyster,Oyster-Adams Lower,,,1,"Cardozo is not an acceptable alternative to Wilson.  This part of the proposal should be taken off the table immediately.

The expansion of the boundary would upset the language balance of the program unless coupled with an physical expansion of both campuses.",2,"While Eaton is a wonderful school, and Hearst is fast improving, neither have bilingual programs and would not be acceptable alternatives for our family",4,,3,,1,"This proposal would be so disruptive and destabilizing to the system as to drive a significant number of families away from DCPS and, in many cases, force them to move out of the District.  The loss of these families would set the progress of DCPS back 20 or more years, and result in a significant reduction in D.C. tax revenues, thereby undermining the revitalization of the city itself.",3,
1.3,1.3,a9d98f20-776a-809c-d457-6ca85a41f104,17XX HOBART STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,5,"Harvard Street seems the natural boundary and would put us in the same boundary as the rest of Mt Pleasant.

This would allow our kids to go to school with other kids in our neighborhood.  After trying different options -- HD Cooke, a charter, and now Hearst -- we have found that consistency of connection over time and having our kids able to attend the same school as other kids in our neighborhood has value beyond what we had anticipated.  



",0,"Fixed feeder patterns create student cohorts which are as important as academics to a students‰Ûª success. It also encourages programmatic links between primary and secondary schools and parental investment in schools.  Also, we moved our children to Hearst from a charter school we loved in order to gain access to Deal after also trying Cooke elementary.  We have learned from this experience that consistent and secure feeder patterns are essential to the well-being of parents and kids alike.",5,"Choice sets are disruptive to families and neighborhoods and weaken links between kids, schools and neighborhoods. Choices include two low-performing schools and one mid-performing bi-lingual school. Assigned schools should be comprehensive and not specialized.",5,"Choice sets are disruptive to families and neighborhoods and weaken links between kids, schools and neighborhoods.",4,"Choice sets are disruptive to families and neighborhoods and weaken links between kids, schools and neighborhoods.",5,Lotteries turn education into a gamble and a game that you win or lose. Not a good message for our children.,5,"In my experience the only option that works for kids assigned to low-performing schools, especially those who are low-income, are Out of Boundary spots in better schools, which is what a set-aside would be, and charters, which are not being discussed here. I feel strongly about this option because I know many highly motivated, lower-income families at Hearst who drive their kids from Anacostia and other wards everyday because their in-boundary, assigned school is terrible and dangerous. In 50 years of trying, it hasn‰Ûªt changed. But what has changed and is very hopeful are charters and those OOB families who get access to better schools through set-asides."
1.3,1.3,ea4d5e88-3359-6e8d-650d-dd28f33e73c4,18XX NEWTON STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,5,,5,,1,,1,,1,,1,,3,
1.3,1.3,6d0ca754-d439-94f5-1f0d-3a7e567f618c,12XX CLIFTON STREET NW,Ward 1,Cluster 2,Meyer,Garrison,,,,,,,,,,,,,,
1.3,1.3,8fa6d755-07bc-97d6-8c35-0cd004b52b61,9XX F STREET NE,Ward 6,Cluster 25,Ludlow-Taylor,Ludlow-Taylor,,,,,,,,,,,,,,
